subject ID,age,gender,handedness,question ID,condition,value
Marte,30,Male,Rigth handed,s1PP - o3PP - s3PP,0,0.8698828
Marte,30,Male,Rigth handed,s1PP - o3PP - s3PP,1,0.1424902
Marte,30,Male,Rigth handed,s1PP - o3PP - s3PP,2,0.6061621
